facility_name,address,city,state,zip_code,phone_number,facility_type,type_of_care,regulation_status,capacity,serves_dhs_children,head_start,relief_nursery,qris_stars,location,lon,lat
,2161 NE Lafayette Avenue,McMinnville,OR,,9712374320,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"2161 NE Lafayette Avenue McMinnville, OR ",-123.176026,45.22605
,209 S Main Street,Newberg,OR,,7147517740,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"209 S Main Street Newberg, OR ",-122.9794627,45.2990125
,25 Juniper Cir,Woodburn,OR,97071,9713380215,Family,Regulated Family Child Care Home,Register,9,Yes,No,No,NA,"25 Juniper Cir Woodburn, OR 97071",-122.884827,45.1547089
,2249 Walin Creek Dr S,Salem,OR,97306,9712409987,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"2249 Walin Creek Dr S Salem, OR 97306",-123.0750127,44.8758126
Daisies & Dino's Childcare,2960 Independence Hwy,Independence,OR,97351,5039103880,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,NA,"2960 Independence Hwy Independence, OR 97351",-123.179165,44.890942
,1425 45th Ave NE,SALEM,OR,97301,5034099030,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"1425 45th Ave NE SALEM, OR 97301",-122.973957,44.9474355
Robyn's Child Care LLC,430 E Washington St,Carlton,OR,97111,9712278192,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"430 E Washington St Carlton, OR 97111",-123.1721596,45.2929059
St Luke School,529 Harrison St,Woodburn,OR,97071,5033678068,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,2,"529 Harrison St Woodburn, OR 97071",-122.8573076,45.1464412
Little Duckie Daycare LLC,920 SE 1st St,McMinnville,OR,97128,5034226055,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,NA,"920 SE 1st St McMinnville, OR 97128",-123.1888734,45.2083844
McMinnville Christian Academy,325 NW Baker Creek Rd,McMinnville,OR,97128,5034726076,Center,Regulated  Center (not HS),Certified,25,Unknown,No,No,NA,"325 NW Baker Creek Rd McMinnville, OR 97128",-123.20279,45.226284
Exploration Station,1349 NW Elm St,McMinnville,OR,97128,5034723336,Center,Regulated  Center (not HS),Certified,57,Unknown,No,No,NA,"1349 NW Elm St McMinnville, OR 97128",-123.2047123,45.2178516
SKEF Enrichment Academy-Harritt,2112 Linwood St NW,Salem,OR,97304,5033622933,Center,Regulated  Center (not HS),Certified,45,Unknown,No,No,3,"2112 Linwood St NW Salem, OR 97304",-123.0632918,44.9644302
SKEF Enrichment Academy- Wright,4060 Lone Oak RD SE,Salem,OR,97301,5033642933,Center,Regulated  Center (not HS),Certified,45,Yes,No,No,2,"4060 Lone Oak RD SE Salem, OR 97301",-123.0479008,44.89599440000001
St Paul Parochial School Early Learning Center,20327 Christie St NE,Saint Paul,OR,97137,5036334622,Center,Regulated  Center (not HS),Certified,20,Unknown,No,No,NA,"20327 Christie St NE Saint Paul, OR 97137",-122.9767499,45.2123948
,4132 Glenwood Drive SE,Salem,OR,,6362536461,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"4132 Glenwood Drive SE Salem, OR ",-122.9797879,44.9202156
,1274 5th St Apt 4A,Woodburn,OR,97071,9713380773,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"1274 5th St Apt 4A Woodburn, OR 97071",-122.8520307,45.1504
Dena's Childcare,1630 Partridge Ct,Stayton,OR,97383,5035079674,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,2,"1630 Partridge Ct Stayton, OR 97383",-122.8116048,44.810102
YMCA Brush College Elementary School Program,2623 Doaks Ferry Rd NW,Salem,OR,97304,5033992772,Center,Regulated  Center (not HS),Certified,45,Yes,No,No,NA,"2623 Doaks Ferry Rd NW Salem, OR 97304",-123.07732,44.9725001
,3495 Robert St NE,Salem,OR,97301,5039998262,Family,Regulated Family Child Care Home,Register,6,Yes,No,No,NA,"3495 Robert St NE Salem, OR 97301",-122.9955692,44.97064779999999
,1128 Palace DR NE,Salem,OR,97301-3126,5035694569,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"1128 Palace DR NE Salem, OR 97301-3126",-122.9667898,44.9448397
,1015 Hard Castle Ave,Woodburn,OR,97071,5038917568,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"1015 Hard Castle Ave Woodburn, OR 97071",-122.8438315,45.1458119
Salem-Keizer Preschools - East Salem Community Center Site,1850 45th Avenue NE,Salem,OR,,5033993148,Center,Exempt Center,Exempt,40,Unknown,No,No,NA,"1850 45th Avenue NE Salem, OR ",-122.9719567,44.9517242
Salem-Keizer Preschools - Forest Ridge Elementary site,7905 June Reid Place NE,Keizer,OR,,5033993148,Center,Exempt Center,Exempt,20,Unknown,No,No,NA,"7905 June Reid Place NE Keizer, OR ",-123.0198241,45.0337363
,2000 Robins Ln SE Unit 36,Salem,OR,97306,9716781670,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,2,"2000 Robins Ln SE Unit 36 Salem, OR 97306",-123.0166347,44.8627743
Montessori Discovery Center Academy,875 Promontory Pl SE,Salem,OR,97302,5033858737,Center,Regulated  Center (not HS),Certified,55,Unknown,No,No,NA,"875 Promontory Pl SE Salem, OR 97302",-123.036288,44.8972921
Salem Child Development Center-Chapman Hill,1500 Doaks Ferry Rd NW,Salem,OR,97304,9717187875,Center,Regulated  Center (not HS),Certified,60,Yes,No,No,2,"1500 Doaks Ferry Rd NW Salem, OR 97304",-123.0770067,44.955946
Salem Child Development Center- Kalapuya,2085 Wilmington Ave NW,Salem,OR,97304,5033639821,Center,Regulated  Center (not HS),Certified,60,Yes,No,No,2,"2085 Wilmington Ave NW Salem, OR 97304",-123.075369,44.9645036
Jessi's Daycare,580 SE Washington St,Dallas,OR,97338,5035086461,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"580 SE Washington St Dallas, OR 97338",-123.3098527,44.9196732
Little One's Daycare,202 Silver LP,Silverton,OR,97381,5038744252,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"202 Silver LP Silverton, OR 97381",-122.7707373,44.9927919
,4291 45th Ave NE,Salem,OR,97305,5096708044,Family,Regulated Family Child Care Home,Register,5,Unknown,No,No,NA,"4291 45th Ave NE Salem, OR 97305",-122.9734242,44.9815578
Community Action Head Start EHS-Middlegrove Site,4950 Silverton Rd NE,Salem,OR,97305,9713018052,Center,Head Start/Early HS,Certified,148,Yes,Yes,No,5,"4950 Silverton Rd NE Salem, OR 97305",-122.9598559,44.969925
Family Building Blocks - Dallas Site,182 SW Academy St,Dallas,OR,97338,5036239664,Center,Regulated  Center (not HS),Certified,8,Unknown,No,Yes,5,"182 SW Academy St Dallas, OR 97338",-123.3182459,44.9244605
SKEF Enrichment Academy-Morningside,3513 12th St,Salem,OR,97302,5033642933,Center,Regulated  Center (not HS),Certified,45,Unknown,No,No,2,"3513 12th St Salem, OR 97302",-123.031535,44.90440539999999
Salem-Keizer School District Head Start-ESCC,1850 45th Ave NE,Salem,OR,97317,5033995510,Center,Head Start/Early HS,Certified,34,Unknown,Yes,No,NA,"1850 45th Ave NE Salem, OR 97317",-122.9719567,44.9517242
Kaleidoscope Preschool,5090 Center St,Salem,OR,97317,9714442439,Center,Regulated  Center (not HS),Certified,15,Yes,No,No,NA,"5090 Center St Salem, OR 97317",-122.9585301,44.9387153
Treehouse Daycare,3574 Jefferson Marion Rd,Jefferson,OR,97352,5416199512,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"3574 Jefferson Marion Rd Jefferson, OR 97352",-122.9869648,44.7362977
,4893 Cheryl Lynn Way NE,Salem,OR,,5038515676,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"4893 Cheryl Lynn Way NE Salem, OR ",-122.9622826,44.9703903
Ofelia Frias Daycare,3864 Sunnyview Rd NE Apt 51,Salem,OR,97305,9717017483,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"3864 Sunnyview Rd NE Apt 51 Salem, OR 97305",-122.986495,44.9519779
FACES Family Literacy & Resource Center,1687 Summer St NE,Salem,OR,97301-7143,5039906030,Center,Regulated  Center (not HS),Certified,86,Yes,No,No,2,"1687 Summer St NE Salem, OR 97301-7143",-123.0233098,44.9534785
Mid Valley Christian Academy,1483 16th St N,Monmouth,OR,,5038382818,Center,Exempt Center,Exempt,20,Unknown,No,No,NA,"1483 16th St N Monmouth, OR ",-123.2106749,44.8633274
Kid Care by Kim,15790 Ellendale Rd,Dallas,OR,97338,5038518402,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"15790 Ellendale Rd Dallas, OR 97338",-123.353029,44.9292273
Central Child Development Center,1601 Monmouth St Ste 101,Independence,OR,97351-1019,5036062320,Center,Regulated  Center (not HS),Certified,16,Yes,No,No,NA,"1601 Monmouth St Ste 101 Independence, OR 97351-1019",-123.2122071,44.8508937
,1205 Kotka Street,Woodburn,OR,,5418700899,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"1205 Kotka Street Woodburn, OR ",-122.8635916,45.14767579999999
,1187 Shipping Street NE,Salem,OR,,9712249412,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"1187 Shipping Street NE Salem, OR ",-123.0195491,44.95126279999999
,850 N Birch Avenue,Stayton,OR,,5038515133,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"850 N Birch Avenue Stayton, OR ",-122.7960122,44.8012248
Creative Kids Clubhouse,464 Dawn Ct,Independence,OR,97351,9717015442,Family,Regulated Family Child Care Home,Register,4,Unknown,No,No,NA,"464 Dawn Ct Independence, OR 97351",-123.202446,44.856065
Grace Place Learning Center,2155 NW 2nd St,McMinnville,OR,97128,5036871607,Center,Regulated  Center (not HS),Certified,74,Yes,No,No,NA,"2155 NW 2nd St McMinnville, OR 97128",-123.2273711,45.2099418
Buckle My Shoe Too,112 E North St,Newberg,OR,97132-2315,5038995344,Certified,Regulated Family Child Care Home,Certified,15,Yes,No,No,NA,"112 E North St Newberg, OR 97132-2315",-122.9782737,45.3042761
,7445 Oneil Rd,Keizer,OR,97303,5033834058,Family,Regulated Family Child Care Home,Register,9,Unknown,No,No,NA,"7445 Oneil Rd Keizer, OR 97303",-123.0127412,45.0270103
"Boys & Girls Club of Salem, Marion and Polk Counties - Chemeketa Connect",4000 Lancaster Dr NE,Salem,OR,97305,5033154588,Center,Exempt Center,Recorded,40,Unknown,No,No,NA,"4000 Lancaster Dr NE Salem, OR 97305",-122.977154,44.9785165
Little Gemstones Dayschool,3230 Bonham Ave S,Salem,OR,97302,5035519466,Family,Regulated Family Child Care Home,Register,5,Unknown,No,No,NA,"3230 Bonham Ave S Salem, OR 97302",-123.0509234,44.9103864
Bright Beginnings Child Development Center 2,200 Westfield Street,Silverton,OR,,5038841002,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"200 Westfield Street Silverton, OR ",-122.7919274,45.0014788
,945 SE Uglow Ave,Dallas,OR,97338,5034755154,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"945 SE Uglow Ave Dallas, OR 97338",-123.3094837,44.92003880000001
The Preschool at the Gilbert House,116 Marion St NE,Salem,OR,97301,5033713631,Center,Exempt Center,Recorded,24,Unknown,No,No,NA,"116 Marion St NE Salem, OR 97301",-123.0410461,44.9450679
Grandma Susi's Preschool Place,1247 Commercial St SE Ste 200,Salem,OR,97302,5038513100,Center,Exempt Center,Recorded,12,Unknown,No,No,NA,"1247 Commercial St SE Ste 200 Salem, OR 97302",-123.0444947,44.9287938
Immanuel Lutheran Preschool,510 Idylwood Dr SE,Salem,OR,97302,5033715473,Center,Exempt Center,Recorded,50,Unknown,No,No,NA,"510 Idylwood Dr SE Salem, OR 97302",-123.0445892,44.8903662
New Hope Preschool,919 SW 2nd St,Sheridan,OR,97378,5038433277,Center,Exempt Center,Recorded,14,Unknown,No,No,NA,"919 SW 2nd St Sheridan, OR 97378",-123.3986594,45.0922667
,746 Madal Ct NE,Salem,OR,97301,5033021066,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"746 Madal Ct NE Salem, OR 97301",-123.0266509,44.9381537
Park House Preschool at Silverton Arts Association,317 Coolidge St,Silverton,OR,97381,5038736390,Center,Exempt Center,Recorded,12,Unknown,No,No,NA,"317 Coolidge St Silverton, OR 97381",-122.7821019,45.0016852
Esthela's Little Ducklings Day Care,4721 Burlwood Loop SE,Salem,OR,97317,5034962847,Certified,Regulated Family Child Care Home,Certified,9,Yes,No,No,NA,"4721 Burlwood Loop SE Salem, OR 97317",-122.9649658,44.9215281
,763 Wardell Ln S,Salem,OR,97302,9717015191,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"763 Wardell Ln S Salem, OR 97302",-123.0574302,44.90177509999999
Halfpints Preschool,614 SW 9th St,Sublimity,OR,97385,5037693553,Center,Exempt Center,Recorded,10,Unknown,No,No,NA,"614 SW 9th St Sublimity, OR 97385",-122.8008363,44.82333269999999
Redeemer Lutheran Church Preschool,4663 Lancaster DR NE,Salem,OR,97305,5033937121,Center,Exempt Center,Recorded,35,Unknown,No,No,NA,"4663 Lancaster DR NE Salem, OR 97305",-122.9838323,44.9895778
Mountain View Preschool,13506 Carr Rd,Gates,OR,97346,5038974502,Center,Exempt Center,Recorded,10,Unknown,No,No,NA,"13506 Carr Rd Gates, OR 97346",-122.4344074,44.75965919999999
McMinnville Playschool,600 NE Evans St,McMinnville,OR,97128,5034350903,Center,Exempt Center,Recorded,16,Unknown,No,No,NA,"600 NE Evans St McMinnville, OR 97128",-123.1940111,45.21250149999999
New Horizon Preschool LLC,959 Church St W,Monmouth,OR,97361,5038381145,Center,Exempt Center,Recorded,15,Unknown,No,No,NA,"959 Church St W Monmouth, OR 97361",-123.2478753,44.8512926
A Family Place-Newberg,1716 N Villa Rd,Newberg,OR,97132,5034724020,Center,Regulated  Center (not HS),Certified,11,Unknown,No,Yes,2,"1716 N Villa Rd Newberg, OR 97132",-122.9630526,45.3130866
Learning Hearts Preschool LLC,300 Main St,Rickreall,OR,97371,5034202646,Center,Exempt Center,Recorded,28,Unknown,No,No,NA,"300 Main St Rickreall, OR 97371",-123.2279065,44.932563
,1092 Fir Cone Lane NE,Keizer,OR,,9717076894,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"1092 Fir Cone Lane NE Keizer, OR ",-123.018386,45.0163388
Rising Star Kid's Club,3663 31st Ave NE,Salem,OR,97301,5038841029,Certified,Regulated Family Child Care Home,Certified,8,Yes,No,No,NA,"3663 31st Ave NE Salem, OR 97301",-122.9949505,44.9728834
,4239 Meadowbrook Court,Keizer,OR,,5035081391,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"4239 Meadowbrook Court Keizer, OR ",-123.0229822,44.9863073
Baum Family Lil Sprouts Academy,373 Atwater St S,Monmouth,OR,97365,5412312201,Certified,Regulated Family Child Care Home,Certified,10,Yes,No,No,NA,"373 Atwater St S Monmouth, OR 97365",-123.2232171,44.8452972
Pocket Sized Child Care,4060 Coolidge DR SE,Salem,OR,97317,5039996593,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"4060 Coolidge DR SE Salem, OR 97317",-122.9762068,44.9090844
St Luke School Extended Care,529 Harrison St,Woodburn,OR,97071,5039817441,Center,Regulated  Center (not HS),Certified,23,Unknown,No,No,NA,"529 Harrison St Woodburn, OR 97071",-122.8573076,45.1464412
Salem Child Development Center - Forest Ridge Preschool,7920 Wheatland Rd N,Keizer,OR,97303,5033639821,Center,Exempt Center,Recorded,20,Unknown,No,No,NA,"7920 Wheatland Rd N Keizer, OR 97303",-123.0216983,45.0344723
YMCA- Stayton Elementary,875 N 3rd Ave,Stayton,OR,97383,5035819622,Center,Regulated  Center (not HS),Certified,60,Unknown,No,No,NA,"875 N 3rd Ave Stayton, OR 97383",-122.793595,44.80163400000001
The Little Bird House - Turner Elem Enrichment,9666 Parrish Gap Rd,Turner,OR,97392,5419790264,Center,Regulated  Center (not HS),Certified,39,Yes,No,No,NA,"9666 Parrish Gap Rd Turner, OR 97392",-122.9701866,44.81461110000001
,765 S Pacific Hwy Unit 25,Woodburn,OR,97071-5948,5039510545,Family,Regulated Family Child Care Home,Register,6,Yes,No,No,NA,"765 S Pacific Hwy Unit 25 Woodburn, OR 97071-5948",-122.8512256,45.1290918
Valley Christian Learning Center,1109 Hadley Rd,Newberg,OR,97132,5037346257,Certified,Regulated Family Child Care Home,Certified,11,Unknown,No,No,NA,"1109 Hadley Rd Newberg, OR 97132",-122.9430625,45.3084773
Here We Grow Daycare and Preschool,541 Cummings LN N,Keizer,OR,97303,5035696113,Certified,Regulated Family Child Care Home,Certified,12,Unknown,No,No,NA,"541 Cummings LN N Keizer, OR 97303",-123.0328347,44.9903754
Dawns Daycare,593 45th PL SE,Salem,OR,97317,5035693366,Certified,Regulated Family Child Care Home,Certified,9,Yes,No,No,2,"593 45th PL SE Salem, OR 97317",-122.9699393,44.9221099
Salvation Army Kroc Center - RJ's Preschool and Kindergarten,1865 Bill Frey Dr NE,Salem,OR,97301,5037984795,Center,Regulated  Center (not HS),Certified,15,Unknown,No,No,NA,"1865 Bill Frey Dr NE Salem, OR 97301",-123.0094293,44.9759757
Salem Keizer School Dist-Teen Parent Early Childhood Center,4071 Winema Place NE #50,Salem,OR,97305,5033654807,Center,Regulated  Center (not HS),Certified,64,Unknown,No,No,NA,"4071 Winema Place NE #50 Salem, OR 97305",NA,NA
YMCA- Sublimity Elementary,431 Main St,Sublimity,OR,97385-9848,5035802918,Center,Regulated  Center (not HS),Certified,45,Unknown,No,No,NA,"431 Main St Sublimity, OR 97385-9848",-122.7870224,44.8304357
Home Away From Home Child Care,760 Ratcliff Dr SE,Salem,OR,97302,5037793177,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"760 Ratcliff Dr SE Salem, OR 97302",-123.0390575,44.9092965
,4240 Sunnyview Rd NE,Salem,OR,97305,5038519048,Family,Regulated Family Child Care Home,Register,6,Yes,No,No,NA,"4240 Sunnyview Rd NE Salem, OR 97305",-122.9781673,44.9536561
Mari Daycare,770 Young St,Woodburn,OR,97071,5037565944,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"770 Young St Woodburn, OR 97071",-122.849747,45.138878
Little Ducks Childcare,1660 Fairmount Ave S,Salem,OR,97302,5419138059,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"1660 Fairmount Ave S Salem, OR 97302",-123.0484865,44.9247705
Titan Tots Preschool- West Salem High School,1776 Titan Dr NW,Salem,OR,97304,5033995533,Center,Exempt Center,Recorded,30,Unknown,No,No,NA,"1776 Titan Dr NW Salem, OR 97304",-123.0844728,44.9591273
Salem First Free Methodist Church,4455 Silverton RD NE,Salem,OR,97305,5035813633,Center,Exempt Center,Recorded,15,Unknown,No,No,NA,"4455 Silverton RD NE Salem, OR 97305",-122.9742812,44.9706589
Newberg Christian Preschool,2315 Villa Rd,Newberg,OR,97132,5035383104,Center,Exempt Center,Recorded,86,Unknown,No,No,NA,"2315 Villa Rd Newberg, OR 97132",-122.9652342,45.317012
Rose Cottage Montessori,1170 ACADEMY ST,MOUNT ANGEL,OR,97362,9712095819,Center,Exempt Center,Recorded,10,Unknown,No,No,NA,"1170 ACADEMY ST MOUNT ANGEL, OR 97362",-122.7884421,45.0637184
South East Neighborhood Community Center,410 19th St SE,Salem,OR,97301,5033626626,Center,Exempt Center,Recorded,70,Unknown,No,No,NA,"410 19th St SE Salem, OR 97301",-123.019648,44.9311577
Hold You Family Child Care,770 SE Alicia St,Sheridan,OR,97378,5037415688,Family,Regulated Family Child Care Home,Register,9,Unknown,No,No,NA,"770 SE Alicia St Sheridan, OR 97378",-123.3927197,45.09264899999999
,973 SW Warbler Ct,McMinnville,OR,97128,5034359827,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,NA,"973 SW Warbler Ct McMinnville, OR 97128",-123.2217501,45.2024192
,351 SE Uglow Street,Dallas,OR,,9712375458,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"351 SE Uglow Street Dallas, OR ",-123.3083768,44.92749209999999
,318 Jersey St,Silverton,OR,,9712679036,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"318 Jersey St Silverton, OR ",-122.7802084,45.0046431
Country Kids Care LLC,6130 Valley View Rd NE,Silverton,OR,97381,5035804964,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"6130 Valley View Rd NE Silverton, OR 97381",-122.7447381,45.013966
,2316 E Jodi Court,Newberg,OR,,5037895550,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"2316 E Jodi Court Newberg, OR ",-122.9551871,45.3067206
,3692 Sunnyview Rd NE,Salem,OR,97305,5033027539,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"3692 Sunnyview Rd NE Salem, OR 97305",-122.9877902,44.953715
