Facility Name,Address,City,State,Zip Code,Phone Number,Facility Type,Type of Care,Regulation Status,Capacity,Serves DHS Children,Head Start,Relief Nursery,QRIS Stars
YMCA - Tabor Heights,6161 SE Stark St,Portland,OR,97215,5038495617,Center,Regulated  Center (not HS),Certified,45,Unknown,No,No,2
YMCA - Harvey Scott,6700 NE Prescott St,Portland,OR,97218,5034327955,Center,Regulated  Center (not HS),Certified,45,Unknown,No,No,2
,2148 SE 112TH AVE,Portland,OR,97216,5037534422,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,2
St John Fisher School Extended Care,7101 SW 46th Ave,Portland,OR,97219-1511,5032461637,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,2
Cedar Ring Schoolhouse,5833 SE Raymond,Portland,OR,97206,5038069478,Center,Exempt Center,Recorded,6,Unknown,No,No,.
ABC Learning Center,1930 SE 174th Ave,Portland,OR,97233,9015500124,Family,Regulated Family Child Care Home,Register,7,Unknown,No,No,.
,6238 SE 142nd Ave,Portland,OR,97236-8920,9713008574,Family,Regulated Family Child Care Home,Register,7,Unknown,No,No,.
,18310 SE Pine St Apt 3,Portland,OR,97233-4895,5038057901,Family,Regulated Family Child Care Home,Register,7,Unknown,No,No,.
Sunflower Preschool/Pre-K,3224 NE Hoyt St,Portland,OR,97232-2535,5038870329,Center,Exempt Center,Recorded,8,Unknown,No,No,.
A TOT'S SPOT,10606 SE Rex St,Portland,OR,97266,9712215469,Certified,Regulated Family Child Care Home,Certified,8,Yes,No,No,.
The Strawberry Patch Preschool LLC,2207 NE 14th Ave,Porltand,OR,97212,5032500854,Center,Exempt Center,Recorded,10,Unknown,No,No,.
,6430 SE 128th Ave Apt 17,Portland,OR,97236-4692,5038531947,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Miss Carol's Good Friends,4220 NE 54th Ave,Portland,OR,97218-2112,9164700620,Certified,Regulated Family Child Care Home,Certified,11,Unknown,No,No,.
Stumptown Kids,511 SE 18th Ave,Portland,OR,97214-2701,5039574593,Center,Exempt Center,Recorded,12,Unknown,No,No,.
Mini Miracles Daycare,15738 SE Clinton St,Portland,OR,97236-2051,9715705462,Certified,Regulated Family Child Care Home,Certified,12,Yes,No,No,.
"1st Prep Daycare, LLC",204 NE 182nd Pl,Portland,OR,97230-7205,5039359989,Certified,Regulated Family Child Care Home,Certified,12,Unknown,No,No,.
Sunnyside Sprouts Playschool,4115 SE Yamhill St,Portland,OR,97214-4446,8088957984,Certified,Regulated Family Child Care Home,Certified,12,Unknown,No,No,.
Holy Family Catholic School,7425 SE Cesar E Chavez Blvd,Portland,OR,97202-7806,5037748871,Center,Exempt Center,Recorded,15,Unknown,No,No,.
In a Child's Path Inc - Huerta,5319 NE 33rd Ave,Portland,OR,97211-7401,5032812273,Certified,Regulated Family Child Care Home,Certified,15,Unknown,No,No,.
Head Start at the Pearl,1542 NW 14th Ave,Portland,OR,97209,5032461663,Center,Head Start/Early HS,Recorded,16,Unknown,Yes,No,.
My Bundle of Joy Concordia Home,5406 NE 35th Ave,Portland,OR,97211-7434,5033299473,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,.
Abernethy Grade School,2421 SE Orange Ave,Portland,OR,97214-5367,5039166190,Center,Exempt Center,Recorded,20,Unknown,No,No,.
Portland Preschool of the Arts,4717 SE Belmont St,Portland,OR,97215-1736,9716016406,Center,Exempt Center,Recorded,26,Unknown,No,No,.
Mt Hood Community College Head Start - Rockwood Stark,17807 SE Stark St,Portland,OR,97233,,Center,Head Start/Early HS,Certified,40,Unknown,Yes,No,.
SUN Community School: North Gresham Elementary School,1001 SE 217th Ave,Gresham,OR,97030-2429,5036616415,Center,Exempt Center,Recorded,600,Unknown,No,No,.
SUN Community School - Walt Morey Middle School,2801 SW Lucas Ave,Troutdale,OR,97060-1287,5034911935,Center,Exempt Center,Recorded,600,Unknown,No,No,.
SUN Community School: Sacramento Elementary School,11400 NE Sacramento St,Portland,OR,97220-1818,5034082800,Center,Exempt Center,Recorded,600,Unknown,No,No,.
SUN Community School - Fairview Elementary School,225 Main St,Fairview,OR,97024-3704,5036672954,Center,Exempt Center,Recorded,600,Unknown,No,No,.
Bunnyland Daycare,5314 Verda Ln NE,Keizer,OR,97303,5033906537,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Towery Tots,11850 State St,Salem,OR,97317,5033708635,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
,1044 Roy Ave,Woodburn,OR,97071,5039890176,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
Mi Escuelita Infant & Toddler House,1610 Bramble Ct,Newberg,OR,97132,5035372112,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,5
Salem-Keizer School District Preschool Promise-Baker,1515 Saginaw St S,Salem,OR,97302,5033992192,Center,Head Start/Early HS,Certified,20,Unknown,Yes,No,2
Salem-Keizer Preschools - Brush College Site,2623 Doaks Ferry Road NW,Salem,OR,,5033993148,Center,Exempt Center,Exempt,80,Unknown,No,No,.
Nancy Barboza Daycare,365 Cindy Ln,Mount Angel,OR,97362,5038456048,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
Cindy's Day Care,801 S River St,Newberg,OR,97132,5035388139,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Inna's Child Care,2726 Oxford St,Woodburn,OR,97071,5039820893,Family,Regulated Family Child Care Home,Register,7,Unknown,No,No,2
Rose's Daycare,1457 Trent Ave NE,Keizer,OR,97303,5039915912,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
,5093 Silver Loop NE,Salem,OR,97305,5039995564,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,3
Alejandra's Child Care,1023 Roy Ave,Woodburn,OR,97071,5039810881,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,4
Child's Way Daycare,1057 Glacier Ct SE,Salem,OR,97302,5033637692,Certified,Regulated Family Child Care Home,Certified,10,Unknown,No,No,5
Mi Escuelita Preschool and Childcare,2300 Villa Rd,Newberg,OR,97132,5035372112,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,5
Daydreams Infant and Toddler Care,465 Mission St SE,Salem,OR,,5035087881,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
,10521 Kaiser Ln NE,Mount Angel,OR,97362,5038456149,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
,4475 Delight St N,Keizer,OR,97303,5033907830,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
St Joseph School,373 Winter St NE,Salem,OR,97301,5035812147,Center,Exempt Center,Recorded,20,Unknown,No,No,.
Jefferson Y-Rock After School Program,615 N 2nd St,Jefferson,OR,97352,5413273337,Center,Exempt Center,Recorded,45,Unknown,No,No,.
Tiny Treasure's Learning Center,5191 Marble Ct SE,Salem,OR,97306,9717018389,Certified,Regulated Family Child Care Home,Certified,15,Unknown,No,No,.
Trisha's Child Care,1494 NW Riesling Way,McMinnville,OR,97128,5034371822,Certified,Regulated Family Child Care Home,Certified,12,Unknown,No,No,3
Salem Child Development Center - Lee,5650 Venice St SE,Salem,OR,97306,9717187879,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,2
Sharon Caldwell,704 NE Galloway St,McMinnville,OR,97128,9712418075,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,3
Julie Taggart's Family Daycare,710 Cross St SE,Salem,OR,97302,5035817718,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,.
Nadine's Child Care,423 NW Hillcrest St,McMinnville,OR,97128,5034723949,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,.
,100 Markris Way,Newberg,OR,,5035375104,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
Little Peoples Childcare,316 SW Cornwall St,Sheridan,OR,97378,9712412422,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
OCDC Silverton Early Childhood Care and Education Center,707 McClaine St,Silverton,OR,97381,5038749095,Center,Head Start/Early HS,Certified,100,Unknown,Yes,No,5
Salem Child Development - Hammond,4900 Bayne St NE,Salem,OR,97305,5039306835,Center,Regulated  Center (not HS),Certified,30,Yes,No,No,2
Willamette Valley Christian School Childcare & Early Education Center,9075 Pueblo Ave NE,Salem,OR,97305,5033935236,Center,Regulated  Center (not HS),Certified,25,Unknown,No,No,.
Woodburn Family Learning Center,1440 Newberg Hwy,Woodburn,OR,97071,5039811309,Center,Regulated  Center (not HS),Certified,60,Yes,No,No,.
Diaz Day Care,3270 Abrams Ave NE,Salem,OR,97303,9712839797,Certified,Regulated Family Child Care Home,Certified,10,Yes,No,No,3
,4746 Marcey Ct NE,Salem,OR,97305,9712401418,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
Hoemcare,1204 S 4th St,Independence,OR,97351,5038380234,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,4
Home Away From Home Child Care,797 Ratcliff Dr SE,Salem,OR,97302,5033712420,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,4
Lovin Hands Child Care,535 SE Hawthorne,Dallas,OR,97338,9712095604,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,2
"The Growing Tree, Funk, Rose",5363 7th Ave NE,Keizer,OR,97303,5033930179,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
Linfield Pre-K Program,1045 SE Davis St,McMinnville,OR,97128,5038832268,Center,Exempt Center,Recorded,76,Unknown,No,No,.
Margarita's Day Care,1617 SW Fellows St Apt E,McMinnville,OR,97128,5038839733,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Little Hearts Childcare Center,105 Nesmith RD,Rickreall,OR,97371-1101,5038813993,Center,Regulated  Center (not HS),Certified,13,Yes,No,No,2
Little Learners,344 3rd St,Lafayette,OR,97127,5038643426,Center,Regulated  Center (not HS),Certified,39,Yes,No,No,2
Salem-Keizer Preschools-Fruitland Site / Main Office,6425 Fruitland Road NE,Salem,OR,,5033993148,Center,Exempt Center,Exempt,20,Unknown,No,No,.
Salem Child Development - Yoshikai,4900 Jade St NE,Salem,OR,97305,5033639821,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,2
"Boys & Girls Club of Salem, Marion & Polk Counties-Swegle Branch",1711 Aguilas Ct NE,Salem,OR,97301,5033911519,Center,Exempt Center,Recorded,110,Unknown,No,No,.
,1115 Highland Ave NE,Salem,OR,97301,5036028091,Family,Regulated Family Child Care Home,Register,8,Yes,No,No,3
Salem Child Development - Miller,1650 46th Pl SE,Salem,OR,97317,9717187880,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,2
Celia Daycare,1625 Tierra Dr NE,Salem,OR,97301,9713882437,Family,Regulated Family Child Care Home,Register,6,Yes,No,No,.
Rubber Ducky Daycare and Preschool,4377 Wheat Ave NE,Salem,OR,97305,5038715155,Certified,Regulated Family Child Care Home,Certified,14,Yes,No,No,.
Salem-Keizer Preschools- Pringle,5500 Reed Lane SE,Salem,OR,,5033993148,Center,Exempt Center,Exempt,20,Unknown,No,No,.
Caroline's Place,1145 SW Cypress St Unit 51,McMinnville,OR,97128,5036871966,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
"Boys & Girls Club of Salem, Marion and Polk Counties - Eastwood Branch",1120 Savage Rd NE,Salem,OR,97301,5035817383,Center,Exempt Center,Recorded,115,Unknown,No,No,.
Queen of Peace School,4227 Lone Oak Rd SE,Salem,OR,97302-5750,5033623443,Center,Regulated  Center (not HS),Certified,20,Unknown,No,No,3
YMCA Auburn Elementary School Program,4612 Auburn Rd NE,Salem,OR,97301,5033992772,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,.
Diane's Daycare,680 SE Alethea Way,McMinnville,OR,97128,5038839221,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,3
Grand Ronde Head Start Preschool,9615 Grand Ronde Rd,Grand Ronde,OR,97347,5038791430,Center,Head Start/Early HS,Certified,62,Unknown,Yes,No,5
,8713 Shaff Rd SE,Turner,OR,97392,5037494729,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,.
Irvin Family Child Care,1310 SW Hilary St,McMinnville,OR,97128,5034347227,Certified,Regulated Family Child Care Home,Certified,15,Yes,No,No,3
,770 24th St SE,Salem,OR,97301,5033781130,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
The Good Life Preschool,11210 NE Red Hills Rd,Dundee,OR,97115,5038994080,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,5
,641 Thompson Ave NE,Salem,OR,97301,5033910276,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
Care For Kids,835 NE 8th St,McMinnville,OR,97128,5034721671,Center,Regulated  Center (not HS),Certified,32,Yes,No,No,2
Keizer Kids Corner,1487 Shady Ln NE,Keizer,OR,,5038847158,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
Loving Beginnings,4432 40th Ct NE,Salem,OR,97305,5034097434,Certified,Regulated Family Child Care Home,Certified,12,Unknown,No,No,5
Berry Patch Kids,1445 45th Ave NE,Salem,OR,97301,5033999974,Certified,Regulated Family Child Care Home,Certified,10,Unknown,No,No,3
Eliazer Lujano Cuidado de Ninos,940 Marion St,Woodburn,OR,97071,5039820568,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,2
Cher's Child Care,328 NW Sherman St,Sheridan,OR,97378,5038435078,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,3
Playhouse Daycare,2427 Wilark St NW,Salem,OR,97304,5039908718,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Mission Bottom Daycare,10105 Wheatland Rd,Salem,OR,97303,5034098617,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
YMCA Four Corners Elementary,500 Elma Ave SE,Salem,OR,97317,5033993145,Center,Regulated  Center (not HS),Certified,45,Yes,No,No,.
Salem-Keizer Preschools- Liberty Site,4871 Liberty Road S,Salem,OR,,5033993148,Center,Exempt Center,Exempt,20,Unknown,No,No,.
Abiqua School Child Care,6974 Bates Rd S,Salem,OR,97306,5033999020,Center,Regulated  Center (not HS),Certified,45,Unknown,No,No,2
Country Heart Childcare & Preschool,357 Eastland Pl SE,Salem,OR,97317,5035818282,Certified,Regulated Family Child Care Home,Certified,8,Unknown,No,No,.
New Hope Daycare & Preschool,4963 Swegle Rd NE,Salem,OR,97301,5033708816,Center,Regulated  Center (not HS),Certified,78,Yes,No,No,2
Danette Baley's Daycare,3210 Midway Ave NE,Salem,OR,97301,5035082616,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
West Salem Kids Care,550 Taggart Dr NW Ste 150,Salem,OR,97304,5033159882,Center,Regulated  Center (not HS),Certified,21,Yes,No,No,.
Paint Brush Daycare,4267 Paintbrush Ct NE,Salem,OR,97305,5034639422,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
Child Care at Home,3783 Hawthorne Avenue NE,Salem,OR,,9712393885,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
The Little Bird House,3955 Sunset Hills Dr SE,Turner,OR,97392,5419790264,Certified,Regulated Family Child Care Home,Certified,12,Unknown,No,No,2
Providence Benedictine Child Development Center,560 S Main St,Mount Angel,OR,97362,5038452662,Center,Regulated  Center (not HS),Certified,40,Unknown,No,No,2
,3351 River Rd S,Salem,OR,97302,5033781449,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Sonshine Christian School Day Care,395 Marion St NE,Salem,OR,97301,5033755764,Center,Regulated  Center (not HS),Certified,63,Yes,No,No,2
Aunt Moe's House,178 SW Rainbow Ave,Dallas,OR,97338,5039998696,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
I Care Daycare,4897 Adobe St SE,Salem,OR,97317,5035856470,Certified,Regulated Family Child Care Home,Certified,9,Yes,No,No,5
Little Cubs Preschool,3259 Jefferson Scio Dr,Jefferson,OR,97352,5416194748,Center,Exempt Center,Recorded,9,Unknown,No,No,.
Vidal Day Care,1549 Briar Rd,Independence,OR,97351,5038370750,Certified,Regulated Family Child Care Home,Certified,10,Yes,No,No,2
Sherbears Quality Child Care,621 S Willamette St,Newberg,OR,97132,5038873525,Family,Regulated Family Child Care Home,Register,9,Yes,No,No,.
Mid-Willamette Valley Community Action Agency-Woodburn,950 Boones Ferry Rd,Woodburn,OR,97071,5035811152,Center,Head Start/Early HS,Certified,37,Unknown,Yes,No,5
Kids on the Block/Sue Buel,1985 SE Davis St,McMinnville,OR,,5034347369,Center,Exempt Center,Exempt,75,Unknown,No,No,.
Salem Child Development Center - Whitworth,1151 SE Miller Ave,Dallas,OR,97338,5036239044,Center,Regulated  Center (not HS),Certified,60,Unknown,No,No,2
Helping Hands Daycare,1744 SW Kama Drive,McMinnville,OR,,9712413476,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
Sharon Mucken Daycare,567 62nd Ave SE,Salem,OR,97317,5035887721,Family,Regulated Family Child Care Home,Register,5,Unknown,No,No,.
,5722 Candy Flower Ct SE,Salem,OR,97306,5038777549,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Bright Beginnings CDC 1,219 South St,Silverton,OR,97381,5038734549,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,.
Family Building Blocks at Gracie's Place,1135 Edgewater St NW,Salem,OR,97304,5033633057,Center,Regulated  Center (not HS),Certified,11,Unknown,No,Yes,3
,3207 Beacon St NE,Salem,OR,97303,9712182228,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
Creative Kidz,710 Foothills Dr Ste B,Newberg,OR,97132,5035379500,Center,Regulated  Center (not HS),Certified,39,Yes,No,No,.
,697 25th St SE,Salem,OR,97301,5033851178,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
,1103 Alder Dr NE,Keizer,OR,97303,5039103261,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,3
Juana's Daycare,1110 Greenview Dr,Woodburn,OR,97071,5039829218,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,.
Salem Child Development Center - North Marion,20257 Grim Rd NE,Aurora,OR,97002,5036788514,Center,Regulated  Center (not HS),Certified,30,Yes,No,No,2
,4390 Lone Oak Road,Salem,OR,,5038812466,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
Today's Tots,5080 Newberg Dr N,Keizer,OR,97303,5038518385,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
,4612 Beaverbrook Ct,Salem,OR,97317,5032698067,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
,2647 Eastlake Dr SE,Salem,OR,97306,5033934311,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Kid Carousel,395 Smith Dr,Woodburn,OR,97071,5039817878,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
A Barrel of Monkeys LLC,26695 Highway 47,Gaston,OR,97119,5032780123,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,.
Kuebler Early Learning Center,5045 Sunnyside Rd SE,Salem,OR,97306,5033916280,Center,Regulated  Center (not HS),Certified,116,Yes,No,No,2
Little Friends Montessori,770 Chemeketa St NE,Salem,OR,97301-3840,5033917441,Center,Regulated  Center (not HS),Certified,86,Unknown,No,No,.
